Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
14331-DEL,Female,46,Yes,Delhi,14,30,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.4,198.1,0,0,99,297.1,Stayed,Others,Others
14346-TEL,Female,53,Yes,Telangana,11,3,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",24.6,1266.4,47.91,0,1752.36,2970.85,Stayed,Others,Others
14356-DEL,Male,62,Yes,Delhi,1,19,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",97.95,5936.55,0,0,707.42,6643.97,Stayed,Others,Others
14372-JAM,Female,43,Yes,"Jammu & Kashmir",13,28,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.45,1208.6,0,0,1278.72,2487.32,Stayed,Others,Others
14373-RAJ,Male,69,Yes,Rajasthan,4,31,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",80.85,80.85,0,0,14.91,95.76,Churned,Competitor,"Competitor had better devices"
14389-DEL,Female,78,No,Delhi,4,33,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",89.05,2177.45,0,0,840.75,3018.2,Churned,Competitor,"Competitor made better offer"
14390-UTT,Female,45,No,"Uttar Pradesh",3,11,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",81,3533.6,0,0,1170.45,4704.05,Stayed,Others,Others
14399-MAD,Female,56,Yes,"Madhya Pradesh",8,9,None,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,"One Year",No,"Credit Card",35.45,1958.95,0,0,0,1958.95,Stayed,Others,Others
14407-MAH,Female,31,No,Maharashtra,14,26,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.5,1147.85,0,0,1106.25,2254.1,Stayed,Others,Others
14424-JHA,Male,41,Yes,Jharkhand,14,13,None,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",59.8,3808.2,0,0,664.95,4473.15,Stayed,Others,Others
14446-JAM,Female,73,Yes,"Jammu & Kashmir",13,32,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.35,334.8,0,0,228.8,563.6,Churned,Dissatisfaction,"Product dissatisfaction"
14456-AND,Female,52,No,"Andhra Pradesh",13,4,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",74.8,2971.7,0,0,742.8,3714.5,Stayed,Others,Others
14458-BIH,Male,48,Yes,Bihar,1,15,"Deal 3",Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",82.1,2603.1,0,0,53.46,2656.56,Stayed,Others,Others
14458-MAH,Female,66,No,Maharashtra,3,1,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20,833.55,0,0,131.88,965.43,Stayed,Others,Others
14486-HAR,Female,30,Yes,Haryana,14,19,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",90.2,6297.65,0,0,231.88,6529.53,Stayed,Others,Others
14486-PUN,Female,57,Yes,Punjab,8,17,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.4,1710.9,0,0,2468.88,4179.78,Stayed,Others,Others
14495-AND,Male,48,Yes,"Andhra Pradesh",5,16,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",54.8,452.8,0,0,400.14,852.94,Stayed,Others,Others
14528-TAM,Female,22,Yes,"Tamil Nadu",10,1,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.1,2093.4,30.14,0,1071.09,3134.35,Stayed,Others,Others
14570-HAR,Female,70,Yes,Haryana,4,21,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",108.8,7082.45,21.52,0,3154.45,10215.38,Stayed,Others,Others
14570-KAR,Female,31,Yes,Karnataka,14,27,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",108.25,5431.4,0,0,2079,7510.4,Stayed,Others,Others
14575-MAH,Male,35,No,Maharashtra,14,1,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.15,165.5,0,0,22.96,188.46,Stayed,Others,Others
14579-KAR,Male,25,No,Karnataka,2,28,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",25.1,1725,0,0,1327.95,3052.95,Stayed,Others,Others
14583-DEL,Female,33,Yes,Delhi,6,24,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.65,1244.5,0,0,221.26,1465.76,Churned,Competitor,"Competitor made better offer"
14600-ASS,Female,51,Yes,Assam,2,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20.5,79.05,0,0,178.92,257.97,Stayed,Others,Others
14610-CHH,Female,56,No,Chhattisgarh,0,25,"Deal 4",Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",49.45,1119.35,0,0,594.55,1713.9,Stayed,Others,Others
14613-ODI,Male,78,No,Odisha,10,26,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",114.95,8196.4,0,0,1539.36,9735.76,Stayed,Others,Others
14622-PUN,Female,49,Yes,Punjab,9,15,None,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",34.25,163.55,0,0,0,163.55,Stayed,Others,Others
14646-UTT,Male,83,Yes,"Uttar Pradesh",14,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.85,183.15,0,0,205.11,388.26,Stayed,Others,Others
14653-PUN,Female,24,No,Punjab,11,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20,185.4,0,0,393.9,579.3,Stayed,Others,Others
14654-MAH,Female,66,Yes,Maharashtra,2,9,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.55,622.9,33.25,0,158.04,747.69,Churned,Competitor,"Competitor had better devices"
14658-RAJ,Female,65,No,Rajasthan,12,24,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.55,1329.15,0,0,384.37,1713.52,Stayed,Others,Others
14668-MAH,Female,31,No,Maharashtra,1,10,"Deal 4",Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",59.45,780.85,0,0,596.96,1377.81,Stayed,Others,Others
14676-TAM,Male,40,No,"Tamil Nadu",9,35,"Deal 2",Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",86.1,4890.5,0,110,1284.12,6284.62,Stayed,Others,Others
14698-PUN,Male,25,No,Punjab,4,13,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.9,89.9,0,0,32.85,122.75,Churned,Other,"Don't know"
14706-TAM,Female,53,No,"Tamil Nadu",13,13,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.95,529.5,0,0,247.94,777.44,Churned,Dissatisfaction,"Poor expertise of online support"
14730-UTT,Male,46,Yes,"Uttar Pradesh",10,3,"Deal 4",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",26.25,605.9,0,0,116.16,722.06,Stayed,Others,Others
14743-KAR,Female,75,No,Karnataka,7,30,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",64.8,4732.35,0,0,0,4732.35,Stayed,Others,Others
14750-KAR,Female,77,Yes,Karnataka,15,31,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",87.1,713.6,0,0,312.08,1025.68,Stayed,Others,Others
14753-PUN,Female,20,No,Punjab,8,3,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.8,6510.45,0,0,3234.24,9744.69,Stayed,Others,Others
14765-MAD,Female,73,Yes,"Madhya Pradesh",13,2,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",68.45,4014,0,0,1501.92,5515.92,Stayed,Others,Others
14769-GUJ,Female,59,Yes,Gujarat,13,31,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",29.85,75.6,0,0,0,75.6,Churned,Other,"Don't know"
14782-AND,Female,21,Yes,"Andhra Pradesh",3,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.55,20.55,0,0,37.92,58.47,Churned,Attitude,"Attitude of support person"
14808-AND,Male,54,No,"Andhra Pradesh",14,4,"Deal 2",Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",74.3,4698.05,0,0,2376.46,7074.51,Stayed,Others,Others
14825-WES,Male,48,Yes,"West Bengal",12,17,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",85.35,4338.6,0,90,2502.76,6931.36,Churned,Attitude,"Attitude of support person"
14844-KAR,Male,25,Yes,Karnataka,3,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20,417.65,9.73,0,772,1179.92,Stayed,Others,Others
14850-PUN,Female,37,No,Punjab,7,15,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.85,1776.95,0,0,656.82,2433.77,Churned,Dissatisfaction,"Product dissatisfaction"
14860-WES,Female,55,No,"West Bengal",9,29,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",24.8,1476.25,0,0,1021.76,2498.01,Stayed,Others,Others
14871-KER,Male,30,No,Kerala,6,34,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",94.25,1483.25,0,140,327.04,1950.29,Churned,Competitor,"Competitor offered higher download speeds"
14878-PUN,Male,44,No,Punjab,1,29,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.25,4949.1,0,0,1842.57,6791.67,Stayed,Others,Others
14888-MAD,Female,77,No,"Madhya Pradesh",11,17,None,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",33.45,1500.25,0,40,0,1540.25,Stayed,Others,Others
14903-ASS,Male,52,Yes,Assam,0,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.9,1355.1,42.18,0,1577.62,2890.54,Stayed,Others,Others
14925-UTT,Male,49,Yes,"Uttar Pradesh",9,33,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",106.35,4849.1,0,0,683.38,5532.48,Stayed,Others,Others
14941-MAH,Female,43,Yes,Maharashtra,2,30,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.25,1111.65,48.25,0,436.02,1499.42,Churned,Competitor,"Competitor had better devices"
14942-HAR,Male,23,Yes,Haryana,10,11,"Deal 2",No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",40.3,1794.8,0,0,0,1794.8,Stayed,Others,Others
14952-DEL,Male,82,No,Delhi,10,33,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.25,1973.75,0,0,444.15,2417.9,Churned,Competitor,"Competitor made better offer"
14960-TEL,Female,29,Yes,Telangana,15,32,None,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",80.2,3581.6,0,0,1460.71,5042.31,Stayed,Others,Others
14986-PUN,Male,59,Yes,Punjab,2,5,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.05,593.05,29.32,0,537.36,1101.09,Stayed,Others,Others
15010-KER,Female,39,Yes,Kerala,10,30,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",45,96.45,0,30,34.5,160.95,Churned,Competitor,"Competitor had better devices"
15018-TAM,Female,34,No,"Tamil Nadu",8,34,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.9,5958.85,0,0,2399.76,8358.61,Stayed,Others,Others
15026-ODI,Male,47,No,Odisha,3,31,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",25.45,958.45,0,0,1816.23,2774.68,Stayed,Others,Others
15051-TAM,Female,37,Yes,"Tamil Nadu",14,24,"Deal 5",Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",59.25,436.6,0,0,385.6,822.2,Stayed,Others,Others
15054-TAM,Female,70,No,"Tamil Nadu",10,9,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",85.7,2067,0,0,1202.24,3269.24,Stayed,Others,Others
15066-HAR,Female,43,No,Haryana,15,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",84.8,6152.4,0,0,2390.57,8542.97,Stayed,Others,Others
15082-GUJ,Female,26,No,Gujarat,0,25,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Credit Card",81.45,4983.05,14.15,0,2459.54,7428.44,Stayed,Others,Others
15091-MAD,Male,63,Yes,"Madhya Pradesh",9,26,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",95.9,1777.9,0,0,622.63,2400.53,Churned,Competitor,"Competitor had better devices"
15115-WES,Male,37,Yes,"West Bengal",0,15,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",-10,6094.25,3.2,0,872.64,6963.69,Stayed,Others,Others
15116-PUN,Male,21,No,Punjab,6,10,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",20.25,174.7,0,0,348.81,523.51,Stayed,Others,Others
15121-UTT,Male,52,No,"Uttar Pradesh",3,3,"Deal 5",No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",24.25,96.05,0,0,0,96.05,Churned,Competitor,"Competitor made better offer"
15132-GUJ,Female,22,Yes,Gujarat,10,1,None,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",70.45,4300.45,0,0,2265.48,6565.93,Stayed,Others,Others
15154-MAD,Female,27,Yes,"Madhya Pradesh",7,11,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.75,759.55,0,0,177.12,936.67,Stayed,Others,Others
15175-GUJ,Female,53,Yes,Gujarat,14,27,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.8,1743.05,0,0,202.92,1945.97,Stayed,Others,Others
15205-TEL,Female,71,Yes,Telangana,3,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",-5,4747.2,0,140,140.06,5027.26,Stayed,Others,Others
15291-JHA,Male,37,No,Jharkhand,6,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.55,1067.65,0,0,2345.5,3413.15,Stayed,Others,Others
15302-TAM,Female,44,Yes,"Tamil Nadu",1,33,"Deal 5",No,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",50.95,307.6,0,0,0,307.6,Stayed,Others,Others
15340-TEL,Female,73,No,Telangana,12,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.2,1217.25,0,0,181.2,1398.45,Churned,Competitor,"Competitor offered higher download speeds"
15358-WES,Male,26,Yes,"West Bengal",2,3,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",54.3,2317.1,0,10,0,2327.1,Stayed,Others,Others
15363-WES,Male,58,No,"West Bengal",9,8,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79,303.15,0,0,110.28,413.43,Churned,Dissatisfaction,"Limited range of services"
15367-KAR,Female,33,Yes,Karnataka,0,30,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",19.7,168.9,0,0,177.2,346.1,Stayed,Others,Others
15382-GUJ,Female,60,No,Gujarat,6,19,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",63.9,3334.95,0,0,0,3334.95,Stayed,Others,Others
15412-PUN,Female,48,No,Punjab,10,15,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",117.15,8529.5,0,0,1792.08,10321.58,Stayed,Others,Others
15418-PUN,Female,62,No,Punjab,2,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.8,229.6,0,0,451.8,681.4,Churned,Attitude,"Attitude of support person"
15424-MAD,Female,29,Yes,"Madhya Pradesh",5,19,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",83.7,6096.9,0,0,1155.6,7252.5,Stayed,Others,Others
15454-TAM,Female,52,Yes,"Tamil Nadu",15,3,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.1,930.95,0,0,1252.44,2183.39,Stayed,Others,Others
15480-KAR,Female,40,No,Karnataka,4,3,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.8,1874.3,16.26,0,987.84,2845.88,Stayed,Others,Others
15488-JAM,Male,37,Yes,"Jammu & Kashmir",0,36,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",66.25,2907.35,6.41,0,1122.3,4023.24,Stayed,Others,Others
15488-RAJ,Male,55,No,Rajasthan,0,10,None,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",42.4,146.4,0,0,0,146.4,Stayed,Others,Others
15506-UTT,Male,65,Yes,"Uttar Pradesh",6,28,"Deal 3",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",25.35,723.3,0,0,128.1,851.4,Stayed,Others,Others
15512-PUN,Female,33,Yes,Punjab,6,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.8,3958.85,0,0,187.68,4146.53,Stayed,Others,Others
15513-PUN,Male,50,No,Punjab,8,28,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.05,801.3,0,0,201.69,1002.99,Stayed,Others,Others
15552-TEL,Male,34,Yes,Telangana,5,36,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",64.7,4746.05,0,140,0,4886.05,Stayed,Others,Others
15559-MAH,Female,22,No,Maharashtra,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.8,726.1,0,0,303.77,1029.87,Stayed,Others,Others
15571-ASS,Female,69,No,Assam,10,19,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",90,3371.75,0,0,577.2,3948.95,Stayed,Others,Others
15579-WES,Male,52,Yes,"West Bengal",1,27,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",73.8,704.3,0,50,16.65,770.95,Stayed,Others,Others
15583-KER,Female,74,Yes,Kerala,9,11,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",99.5,5890,0,0,1431.93,7321.93,Stayed,Others,Others
15584-KAR,Male,55,No,Karnataka,15,24,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.65,71.65,0,0,17.54,89.19,Churned,Competitor,"Competitor had better devices"
15586-HAR,Female,62,No,Haryana,4,16,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.2,123.65,0,0,259.08,382.73,Stayed,Others,Others
15588-BIH,Female,20,Yes,Bihar,13,7,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.7,1421.9,0,0,2013.84,3435.74,Stayed,Others,Others
15644-ASS,Female,22,No,Assam,6,3,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",85.15,6316.2,0,0,2329.92,8646.12,Stayed,Others,Others
15658-RAJ,Female,56,No,Rajasthan,8,33,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",63.8,4684.3,0,0,0,4684.3,Stayed,Others,Others
15675-GUJ,Female,47,Yes,Gujarat,8,32,"Deal 2",Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"One Year",No,"Credit Card",56.9,2560.1,0,0,1768.7,4328.8,Stayed,Others,Others
15681-MAH,Female,55,Yes,Maharashtra,2,26,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",85.05,3355.65,38.15,0,576.4,3893.9,Stayed,Others,Others
15687-TAM,Male,65,No,"Tamil Nadu",5,35,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.5,606.55,0,0,14.24,620.79,Churned,Dissatisfaction,"Poor expertise of online support"
15692-UTT,Female,25,No,"Uttar Pradesh",0,23,None,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Credit Card",45.05,45.05,0,0,48.03,93.08,Churned,Competitor,"Competitor had better devices"
15712-RAJ,Female,49,No,Rajasthan,7,34,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.35,335.95,0,0,699.6,1035.55,Stayed,Others,Others
15714-KAR,Male,38,No,Karnataka,13,24,None,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",61.2,4390.25,0,0,0,4390.25,Stayed,Others,Others
15728-MAH,Female,60,No,Maharashtra,5,30,None,No,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",54,2440.25,5.47,0,0,2434.78,Stayed,Others,Others
15731-MAD,Female,79,No,"Madhya Pradesh",6,4,"Deal 2",Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.2,4146.05,0,0,2222.58,6368.63,Churned,Competitor,"Competitor offered more data"
15739-MAD,Female,40,No,"Madhya Pradesh",13,9,"Deal 4",Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",24,226.55,0,0,30.1,256.65,Stayed,Others,Others
15757-HAR,Female,41,No,Haryana,6,23,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",44.15,44.15,0,0,8.77,52.92,Churned,Other,"Don't know"
15763-MAH,Male,36,No,Maharashtra,2,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",20.65,702.05,43.76,0,296.36,954.65,Stayed,Others,Others
15776-UTT,Female,38,Yes,"Uttar Pradesh",1,19,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",45.05,2560.1,0,0,0,2560.1,Stayed,Others,Others
15788-DEL,Female,63,Yes,Delhi,8,5,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.6,69.6,0,0,45.8,115.4,Churned,Dissatisfaction,"Poor expertise of online support"
15795-MAD,Male,59,Yes,"Madhya Pradesh",10,20,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",75.25,2344.5,1.99,0,900.86,3243.37,Stayed,Others,Others
